passID,timestamp,stationRef,vehicleRef,charge,t,v,hn,p,status
ADA5403164,15/10/2020 01:47,OO10,WY00MLL63827,2.5,OO10,WY00MLL63827,KO,away,unpaid
QMI3802500,15/10/2020 03:56,GF00,XF28DGK65250,2,GF00,XF28DGK65250,GF,home,unpaid
UQB0574408,15/10/2020 04:20,OO01,BK77KNV91142,2.8,OO01,BK77KNV91142,OO,home,unpaid
MEC0055549,15/10/2020 05:33,OO00,AY38OQF67603,2.8,OO00,AY38OQF67603,OO,home,unpaid
VUN4899144,15/10/2020 05:44,AO01,PE73VJU23485,2.8,AO01,PE73VJU23485,AO,home,unpaid
HME0414964,15/10/2020 05:44,EG00,KF48RSD79865,2.2,EG00,KF48RSD79865,MR,away,unpaid
FLH4313871,15/10/2020 05:54,MR02,LC72NRN52084,3.1,MR02,LC72NRN52084,OO,away,unpaid
SBI5441769,15/10/2020 06:12,EG02,QU94IGC75528,1.25,EG02,QU94IGC75528,EG,home,unpaid
DOR6692075,15/10/2020 06:32,EG03,EC02LZC49528,2.8,EG03,EC02LZC49528,EG,home,unpaid
MME8269837,15/10/2020 06:40,NE08,QP02SYE47964,2.8,NE08,QP02SYE47964,NE,home,unpaid
FHI3050782,15/10/2020 08:16,OO02,BY85QGR11636,2.5,OO02,BY85QGR11636,GF,away,unpaid
UZH2785208,15/10/2020 09:04,OO07,AT19HLV57173,2.8,OO07,AT19HLV57173,OO,home,unpaid
BLI8984453,15/10/2020 10:45,MR03,QH15HWX24570,3.1,MR03,QH15HWX24570,MR,home,unpaid
NSG7300694,15/10/2020 11:08,GF00,UF84JOS00561,2.8,GF00,UF84JOS00561,GF,home,unpaid
LVJ5793379,15/10/2020 12:34,AO19,SY96JDQ97089,1.5,AO19,SY96JDQ97089,AO,home,unpaid
XMY9861953,15/10/2020 12:57,KO01,QW79CHL42244,2.8,KO01,QW79CHL42244,KO,home,unpaid
JFE9469237,15/10/2020 13:26,KO09,ED51EWW52190,2.8,KO09,ED51EWW52190,KO,home,unpaid
BXB6702330,15/10/2020 15:49,NE09,KF48RSD79865,2.2,NE09,KF48RSD79865,MR,away,unpaid
RTM3069859,15/10/2020 16:19,EG07,CM15YCB60994,2,EG07,CM15YCB60994,EG,home,unpaid
KHV7418869,15/10/2020 16:37,MR05,KF48RSD79865,1.25,MR05,KF48RSD79865,MR,home,unpaid
GPV9375945,15/10/2020 17:03,NE09,PM58XHX45588,1.5,NE09,PM58XHX45588,NE,home,unpaid
WUE9069771,15/10/2020 18:34,EG04,QU94IGC75528,1.25,EG04,QU94IGC75528,EG,home,unpaid
JBJ2237916,15/10/2020 19:12,EG11,IW53OQE31439,2.8,EG11,IW53OQE31439,EG,home,unpaid
YAC2989507,15/10/2020 19:45,GF00,XF28DGK65250,2,GF00,XF28DGK65250,GF,home,unpaid
XFU0413500,15/10/2020 20:20,MR02,IZ65WAT29135,2,MR02,IZ65WAT29135,MR,home,unpaid
KTN7072339,15/10/2020 21:24,MR08,HE38BQH01623,2.8,MR08,HE38BQH01623,MR,home,unpaid
UAE7428598,15/10/2020 22:00,NE04,FY47TUN40300,1,NE04,FY47TUN40300,NE,home,unpaid
AUV4790225,16/10/2020 00:03,KO09,JO50FSF60755,2.2,KO09,JO50FSF60755,KO,home,unpaid
LQE0260477,16/10/2020 00:52,GF00,LM86GYO69819,2.8,GF00,LM86GYO69819,GF,home,unpaid
LPQ9137032,16/10/2020 01:38,NE01,OY94SZK34436,2.8,NE01,OY94SZK34436,NE,home,unpaid
ITJ5221668,16/10/2020 02:50,EG04,CR31GMR97972,1.5,EG04,CR31GMR97972,EG,home,unpaid
GZW8066458,16/10/2020 02:54,KO05,QO77TFN61853,2.2,KO05,QO77TFN61853,KO,home,unpaid
RRQ7981148,16/10/2020 02:56,MR06,KF48RSD79865,2.8,MR06,KF48RSD79865,MR,home,unpaid
VJT7577769,16/10/2020 03:06,OO11,VJ92OYV94295,2.5,OO11,VJ92OYV94295,OO,home,unpaid
GGY7783085,16/10/2020 04:20,MR07,BI87HYL81972,1,MR07,BI87HYL81972,MR,home,unpaid
KGV3127338,16/10/2020 04:59,NE16,IA29IQS63679,1,NE16,IA29IQS63679,NE,home,unpaid
RGB2145491,16/10/2020 06:01,MR08,PM58XHX45588,2.2,MR08,PM58XHX45588,NE,away,unpaid
WPM9825025,16/10/2020 06:16,NE02,IA29IQS63679,1,NE02,IA29IQS63679,NE,home,unpaid
QVQ8583162,16/10/2020 06:44,EG01,MU06LHX94338,1.5,EG01,MU06LHX94338,EG,home,unpaid
YDK4126527,16/10/2020 07:59,GF00,BY85QGR11636,2.5,GF00,BY85QGR11636,GF,home,unpaid
YMJ2398893,16/10/2020 09:01,EG06,YH66OKD41942,2.2,EG06,YH66OKD41942,KO,away,unpaid
NTZ3483249,16/10/2020 09:04,AO08,DV04FQL29609,3.1,AO08,DV04FQL29609,AO,home,unpaid
PHH5869312,16/10/2020 09:08,KO04,QU94IGC75528,2.2,KO04,QU94IGC75528,EG,away,unpaid
NXF0913102,16/10/2020 09:27,AO18,RR73DWB65452,2.8,AO18,RR73DWB65452,AO,home,unpaid
XMD6488636,16/10/2020 10:59,OO01,DW44ZOO26361,2,OO01,DW44ZOO26361,EG,away,unpaid
IJX5242737,16/10/2020 11:32,NE11,MQ65WJJ60020,2.8,NE11,MQ65WJJ60020,KO,away,unpaid
BWK2904337,16/10/2020 12:32,AO17,DP11ENT03275,3.1,AO17,DP11ENT03275,AO,home,unpaid
CUD1741249,16/10/2020 12:53,NE15,VX68BAR38623,1.5,NE15,VX68BAR38623,NE,home,unpaid
KIQ5824099,16/10/2020 12:55,EG08,JD78PQD35395,1,EG08,JD78PQD35395,EG,home,unpaid
VHW3008203,16/10/2020 13:47,KO05,FL13UMN92207,1,KO05,FL13UMN92207,KO,home,unpaid
JEM9822101,16/10/2020 14:15,EG11,TE24LCO18661,1.25,EG11,TE24LCO18661,EG,home,unpaid
CUW8534722,16/10/2020 14:57,MR03,QN23UHH39091,2.8,MR03,QN23UHH39091,MR,home,unpaid
QFP2318002,16/10/2020 15:14,OO13,MP14WFM40909,1.5,OO13,MP14WFM40909,GF,away,unpaid
FDK5743201,16/10/2020 15:17,NE04,PM58XHX45588,1.5,NE04,PM58XHX45588,NE,home,unpaid
SZC2817613,16/10/2020 16:50,AO03,PE73VJU23485,2.8,AO03,PE73VJU23485,AO,home,unpaid
BAD8646507,16/10/2020 17:17,KO07,IA29IQS63679,2.2,KO07,IA29IQS63679,NE,away,unpaid
FQM5609472,16/10/2020 17:17,MR05,RR98KQE80731,1.25,MR05,RR98KQE80731,MR,home,unpaid
OSI6299809,16/10/2020 17:35,EG08,PE73VJU23485,1,EG08,PE73VJU23485,AO,away,unpaid
NXQ2290002,16/10/2020 17:40,NE03,QP02SYE47964,2.8,NE03,QP02SYE47964,NE,home,unpaid
LOL1491937,16/10/2020 19:18,MR07,QN23UHH39091,2.8,MR07,QN23UHH39091,MR,home,unpaid
CGV2532811,16/10/2020 19:36,EG06,CM15YCB60994,2,EG06,CM15YCB60994,EG,home,unpaid
NER8408931,16/10/2020 19:54,KO07,IX01MVL33676,2.5,KO07,IX01MVL33676,KO,home,unpaid
NZB4877737,16/10/2020 21:14,NE16,VX68BAR38623,1.5,NE16,VX68BAR38623,NE,home,unpaid
HOU4804842,16/10/2020 21:28,MR00,HA82SCK64299,1.5,MR00,HA82SCK64299,MR,home,unpaid
GQG7779375,16/10/2020 23:21,MR02,QO68DIC93032,2.5,MR02,QO68DIC93032,MR,home,unpaid
LVF2446382,17/10/2020 00:22,NE09,OY94SZK34436,2.5,NE09,OY94SZK34436,NE,home,unpaid
LIT9187665,17/10/2020 00:49,MR00,QN23UHH39091,2.8,MR00,QN23UHH39091,MR,home,unpaid
OPA8393155,17/10/2020 01:01,AO00,LG64ARC91224,13,AO00,LG64ARC91224,AO,home,unpaid
KMI4554917,17/10/2020 01:50,AO01,EG95RTB75032,2.8,AO01,EG95RTB75032,NE,away,unpaid
FXN7957461,17/10/2020 02:12,NE02,NY14GZR94632,2.8,NE02,NY14GZR94632,NE,home,unpaid
OYV9144190,17/10/2020 02:41,EG01,MU06LHX94338,1.5,EG01,MU06LHX94338,EG,home,unpaid
KPX9620262,17/10/2020 02:50,AO14,PE73VJU23485,2.8,AO14,PE73VJU23485,AO,home,unpaid
QKT4907145,17/10/2020 04:20,EG07,YX66XYW62640,1.25,EG07,YX66XYW62640,GF,away,unpaid
HDV7557473,17/10/2020 04:21,EG01,XE59BZM26378,2.5,EG01,XE59BZM26378,EG,home,unpaid
PKP9923799,17/10/2020 06:03,NE12,PE73VJU23485,2,NE12,PE73VJU23485,AO,away,unpaid
VIP3611564,17/10/2020 07:38,GF00,MA30QLI76818,2.5,GF00,MA30QLI76818,GF,home,unpaid
IUG0410959,17/10/2020 07:44,KO03,IX01MVL33676,2.5,KO03,IX01MVL33676,KO,home,unpaid
QFF5626201,17/10/2020 08:25,NE06,JV67MTI17124,2.5,NE06,JV67MTI17124,NE,home,unpaid
LXA0940194,17/10/2020 08:26,KO08,QW79CHL42244,2.8,KO08,QW79CHL42244,KO,home,unpaid
OBD8812525,17/10/2020 09:21,AO17,DV04FQL29609,3.1,AO17,DV04FQL29609,AO,home,unpaid
QTS6498950,17/10/2020 09:46,MR08,IZ65WAT29135,2,MR08,IZ65WAT29135,MR,home,unpaid
EOR2651517,17/10/2020 11:39,AO09,DV04FQL29609,3.1,AO09,DV04FQL29609,AO,home,unpaid
UKN1876491,17/10/2020 12:04,NE10,OY94SZK34436,2.5,NE10,OY94SZK34436,NE,home,unpaid
UNI1222359,17/10/2020 12:59,OO02,JV67MTI17124,2.8,OO02,JV67MTI17124,NE,away,unpaid
RET1878060,17/10/2020 14:25,AO13,DV04FQL29609,3.1,AO13,DV04FQL29609,AO,home,unpaid
QUM1174310,17/10/2020 14:46,KO08,ZY93PCY41868,1.5,KO08,ZY93PCY41868,KO,home,unpaid
KEE8098876,17/10/2020 17:24,NE08,PM58XHX45588,1.5,NE08,PM58XHX45588,NE,home,unpaid
NOM0792902,17/10/2020 17:36,MR05,RR98KQE80731,1.25,MR05,RR98KQE80731,MR,home,unpaid
FBT1605821,17/10/2020 18:16,KO03,KB55KTM48860,2.5,KO03,KB55KTM48860,KO,home,unpaid
HBT2569366,17/10/2020 18:28,GF00,UF84JOS00561,2.8,GF00,UF84JOS00561,GF,home,unpaid
KPL8531337,17/10/2020 21:05,NE00,QP02SYE47964,2.8,NE00,QP02SYE47964,NE,home,unpaid
MNH0188350,17/10/2020 21:13,NE14,OY94SZK34436,2.5,NE14,OY94SZK34436,NE,home,unpaid
RXJ6705214,17/10/2020 21:23,EG04,IW53OQE31439,2.8,EG04,IW53OQE31439,EG,home,unpaid
JYT1970083,17/10/2020 21:32,AO06,VJ92OYV94295,2.8,AO06,VJ92OYV94295,OO,away,unpaid
RHQ3271631,17/10/2020 22:04,GF00,CP56DAO45598,2.8,GF00,CP56DAO45598,GF,home,unpaid
KYD3716741,17/10/2020 23:30,AO00,OC94ASJ72024,1,AO00,OC94ASJ72024,AO,home,unpaid
NXX4956412,18/10/2020 00:14,KO09,MU06LHX94338,1.5,KO09,MU06LHX94338,EG,away,unpaid
YWX0430920,18/10/2020 01:10,OO02,QR03XCJ37459,2.8,OO02,QR03XCJ37459,OO,home,unpaid
KXV8367097,18/10/2020 02:57,EG07,XE59BZM26378,2.5,EG07,XE59BZM26378,EG,home,unpaid
LIU6894916,18/10/2020 03:03,OO04,JO50FSF60755,1.25,OO04,JO50FSF60755,KO,away,unpaid
VIM0257179,18/10/2020 04:09,KO03,ED51EWW52190,2.8,KO03,ED51EWW52190,KO,home,unpaid
AXI3094712,18/10/2020 05:34,AO06,CP56DAO45598,2.8,AO06,CP56DAO45598,GF,away,unpaid
KGN7533816,18/10/2020 05:52,KO05,RR73DWB65452,2.5,KO05,RR73DWB65452,AO,away,unpaid
QKB6046648,18/10/2020 06:20,OO04,LC72NRN52084,3.1,OO04,LC72NRN52084,OO,home,unpaid
LUH0997514,18/10/2020 08:12,EG06,CM15YCB60994,2,EG06,CM15YCB60994,EG,home,unpaid
SFA1599831,18/10/2020 09:03,NE04,NZ35XLQ89678,1.5,NE04,NZ35XLQ89678,NE,home,unpaid
XJP9611696,18/10/2020 09:42,AO16,DP11ENT03275,3.1,AO16,DP11ENT03275,AO,home,unpaid
ERR9323599,18/10/2020 10:39,EG03,EC02LZC49528,2.8,EG03,EC02LZC49528,EG,home,unpaid
IQE5393463,18/10/2020 10:48,OO03,EM54HQI58682,2.8,OO03,EM54HQI58682,OO,home,unpaid
BMV4229864,18/10/2020 14:32,AO11,BM25PHF40639,13,AO11,BM25PHF40639,AO,home,unpaid
YOF3940571,18/10/2020 15:28,MR08,HE38BQH01623,2.8,MR08,HE38BQH01623,MR,home,unpaid
LZM7451174,18/10/2020 16:31,AO09,LM86GYO69819,2.8,AO09,LM86GYO69819,GF,away,unpaid
TNC8693663,18/10/2020 17:43,KO09,KB55KTM48860,2.5,KO09,KB55KTM48860,KO,home,unpaid
QWS1670064,18/10/2020 17:45,EG12,IN99SEN20660,2.5,EG12,IN99SEN20660,EG,home,unpaid
TIU2534012,18/10/2020 18:00,AO08,LG64ARC91224,13,AO08,LG64ARC91224,AO,home,unpaid
EKP4009534,18/10/2020 18:40,NE14,NZ35XLQ89678,1.5,NE14,NZ35XLQ89678,NE,home,unpaid
HFI2912162,18/10/2020 19:01,OO07,BK77KNV91142,2.8,OO07,BK77KNV91142,OO,home,unpaid
ZOK4818781,18/10/2020 20:07,AO01,DV04FQL29609,2.8,AO01,DV04FQL29609,AO,home,unpaid
LKN4526862,18/10/2020 21:07,EG10,EC02LZC49528,2.8,EG10,EC02LZC49528,EG,home,unpaid
BEB6930289,18/10/2020 22:29,KO00,RV87TIY76692,2.5,KO00,RV87TIY76692,KO,home,unpaid
DVI5863413,18/10/2020 22:41,AO00,LG64ARC91224,2.8,AO00,LG64ARC91224,AO,home,unpaid
JGY4528011,19/10/2020 00:52,GF00,MA30QLI76818,2.5,GF00,MA30QLI76818,GF,home,unpaid
ILW6006418,19/10/2020 00:55,OO07,VJ92OYV94295,1.5,OO07,VJ92OYV94295,OO,home,unpaid
GYN1160762,19/10/2020 01:02,NE15,OY94SZK34436,2.5,NE15,OY94SZK34436,NE,home,unpaid
THY0881692,19/10/2020 02:29,GF00,YX66XYW62640,3.1,GF00,YX66XYW62640,GF,home,unpaid
ZHH5095032,19/10/2020 04:15,OO09,QR03XCJ37459,2.8,OO09,QR03XCJ37459,OO,home,unpaid
NXN7588162,19/10/2020 05:20,AO13,HT62RDI04611,2.8,AO13,HT62RDI04611,AO,home,unpaid
ASP4827597,19/10/2020 06:46,MR02,HE38BQH01623,2.8,MR02,HE38BQH01623,MR,home,unpaid
GLC2172414,19/10/2020 07:24,OO08,EM54HQI58682,1,OO08,EM54HQI58682,OO,home,unpaid
UUO4895890,19/10/2020 08:27,GF00,UF84JOS00561,2.8,GF00,UF84JOS00561,GF,home,unpaid
KUT7322901,19/10/2020 08:54,OO09,AY38OQF67603,2.8,OO09,AY38OQF67603,OO,home,unpaid
BAB6957051,19/10/2020 09:42,GF00,LM86GYO69819,2.8,GF00,LM86GYO69819,GF,home,unpaid
GPB8574661,19/10/2020 10:23,EG05,JO50FSF60755,2.8,EG05,JO50FSF60755,KO,away,unpaid
HWF8478925,19/10/2020 11:22,MR08,IZ65WAT29135,2,MR08,IZ65WAT29135,MR,home,unpaid
LRM5988962,19/10/2020 12:12,MR00,QO68DIC93032,2.5,MR00,QO68DIC93032,MR,home,unpaid
BTW4289965,19/10/2020 13:12,KO02,SU00RDZ36214,2.2,KO02,SU00RDZ36214,AO,away,unpaid
MUK4846631,19/10/2020 14:06,MR00,QO77TFN61853,2.2,MR00,QO77TFN61853,KO,away,unpaid
EJZ1150645,19/10/2020 14:09,AO01,PE73VJU23485,2.8,AO01,PE73VJU23485,AO,home,unpaid
OYD9669206,19/10/2020 14:42,NE11,EV77EDV52985,1,NE11,EV77EDV52985,NE,home,unpaid
RXR1276646,19/10/2020 14:51,OO08,VJ92OYV94295,2.5,OO08,VJ92OYV94295,OO,home,unpaid
GSZ8654650,19/10/2020 15:09,OO10,XF28DGK65250,2.5,OO10,XF28DGK65250,GF,away,unpaid
GRB6072909,19/10/2020 15:22,OO09,BK77KNV91142,2.8,OO09,BK77KNV91142,OO,home,unpaid
HXV5233287,19/10/2020 15:45,EG10,IW53OQE31439,2.8,EG10,IW53OQE31439,EG,home,unpaid
BOU1725709,19/10/2020 16:19,MR01,EZ65FLV39493,2.8,MR01,EZ65FLV39493,MR,home,unpaid
QDA8091988,19/10/2020 16:34,KO08,UO75YNW62238,2.8,KO08,UO75YNW62238,KO,home,unpaid
ORM2466328,19/10/2020 16:47,MR07,HE38BQH01623,2.8,MR07,HE38BQH01623,MR,home,unpaid
XPH0741932,19/10/2020 18:06,OO12,EE22TMX10817,2,OO12,EE22TMX10817,OO,home,unpaid
DHN4726705,19/10/2020 19:24,MR08,IZ65WAT29135,2,MR08,IZ65WAT29135,MR,home,unpaid
CDQ4017448,19/10/2020 22:01,GF00,UF84JOS00561,2.8,GF00,UF84JOS00561,GF,home,unpaid
TAN7374759,19/10/2020 22:06,NE02,NZ35XLQ89678,1.5,NE02,NZ35XLQ89678,NE,home,unpaid
FJV4417550,19/10/2020 22:19,OO11,HE38BQH01623,3.1,OO11,HE38BQH01623,MR,away,unpaid
LLK9201053,19/10/2020 23:35,AO01,LG64ARC91224,13,AO01,LG64ARC91224,AO,home,unpaid
LGE3668889,20/10/2020 00:05,MR02,BI87HYL81972,1,MR02,BI87HYL81972,MR,home,unpaid
CCI5284216,20/10/2020 01:06,NE15,IA29IQS63679,1,NE15,IA29IQS63679,NE,home,unpaid
EUQ2284537,20/10/2020 01:40,KO06,WY00MLL63827,1,KO06,WY00MLL63827,KO,home,unpaid
XPE3218348,20/10/2020 02:31,MR04,EZ65FLV39493,2.8,MR04,EZ65FLV39493,MR,home,unpaid
RNF9063986,20/10/2020 02:32,KO03,HW75BKT77773,2.2,KO03,HW75BKT77773,KO,home,unpaid
NSG4900518,20/10/2020 02:36,NE11,IA29IQS63679,1,NE11,IA29IQS63679,NE,home,unpaid
GZB2230153,20/10/2020 02:45,MR02,IX01MVL33676,1.5,MR02,IX01MVL33676,KO,away,unpaid
NSD5003092,20/10/2020 03:13,OO01,XV40HUQ04740,1,OO01,XV40HUQ04740,OO,home,unpaid
MAC1704816,20/10/2020 03:15,NE16,QP02SYE47964,2.8,NE16,QP02SYE47964,NE,home,unpaid
PUJ3101645,20/10/2020 03:48,AO14,PE73VJU23485,2.8,AO14,PE73VJU23485,AO,home,unpaid
KNT6046693,20/10/2020 03:56,KO07,RV87TIY76692,2.5,KO07,RV87TIY76692,KO,home,unpaid
VEG6069859,20/10/2020 04:19,EG11,DW44ZOO26361,2.5,EG11,DW44ZOO26361,EG,home,unpaid
JWU8438078,20/10/2020 05:17,AO01,DP11ENT03275,3.1,AO01,DP11ENT03275,AO,home,unpaid
OIA3004690,20/10/2020 05:35,MR06,BI87HYL81972,1,MR06,BI87HYL81972,MR,home,unpaid
ICS1021665,20/10/2020 06:29,NE07,VX68BAR38623,1.5,NE07,VX68BAR38623,NE,home,unpaid
OHT1637381,20/10/2020 07:26,MR05,IZ65WAT29135,2,MR05,IZ65WAT29135,MR,home,unpaid
NTN5059831,20/10/2020 09:15,NE11,VX68BAR38623,1.5,NE11,VX68BAR38623,NE,home,unpaid
LFN6544307,20/10/2020 09:38,OO09,VJ92OYV94295,2.5,OO09,VJ92OYV94295,OO,home,unpaid
TEF9463721,20/10/2020 09:44,OO13,XV40HUQ04740,2.5,OO13,XV40HUQ04740,OO,home,unpaid
GTJ9202375,20/10/2020 11:05,NE10,MQ65WJJ60020,2.8,NE10,MQ65WJJ60020,KO,away,unpaid
XIB7470397,20/10/2020 11:13,NE00,OY94SZK34436,2.5,NE00,OY94SZK34436,NE,home,unpaid
BUF5520071,20/10/2020 11:55,KO09,YH66OKD41942,2.8,KO09,YH66OKD41942,KO,home,unpaid
UWU8972523,20/10/2020 12:42,KO04,DO24BCW15511,1.25,KO04,DO24BCW15511,KO,home,unpaid
IOL7446277,20/10/2020 16:10,EG01,CM15YCB60994,2,EG01,CM15YCB60994,EG,home,unpaid
SPF3728297,20/10/2020 17:35,EG12,IW53OQE31439,2.8,EG12,IW53OQE31439,EG,home,unpaid
LDO0946345,20/10/2020 19:05,AO12,BM25PHF40639,13,AO12,BM25PHF40639,AO,home,unpaid
ZBH7065961,20/10/2020 19:07,GF00,EN26OAB52983,13,GF00,EN26OAB52983,GF,home,unpaid
AGG1473590,20/10/2020 19:39,KO00,MQ65WJJ60020,1.25,KO00,MQ65WJJ60020,KO,home,unpaid
COA1539007,20/10/2020 19:50,KO00,IX01MVL33676,2.5,KO00,IX01MVL33676,KO,home,unpaid
WAR4321491,20/10/2020 20:29,AO01,DP11ENT03275,3.1,AO01,DP11ENT03275,AO,home,unpaid
OVQ5689647,20/10/2020 21:30,OO01,JF94VYA88954,2.8,OO01,JF94VYA88954,OO,home,unpaid
TAN3096331,20/10/2020 21:58,AO07,HR53SRO94328,2.8,AO07,HR53SRO94328,MR,away,unpaid
PAC2865215,20/10/2020 22:20,KO07,QO77TFN61853,2.2,KO07,QO77TFN61853,KO,home,unpaid
MDB7411285,20/10/2020 22:22,MR07,QO68DIC93032,2.5,MR07,QO68DIC93032,MR,home,unpaid
DHK4658837,20/10/2020 22:38,NE04,IA29IQS63679,1,NE04,IA29IQS63679,NE,home,unpaid
RAN7214440,20/10/2020 23:15,AO13,DP11ENT03275,3.1,AO13,DP11ENT03275,AO,home,unpaid
EVZ6803476,21/10/2020 01:04,GF00,CK97FAU13897,2.5,GF00,CK97FAU13897,GF,home,unpaid
ZZS3648100,21/10/2020 01:25,NE01,NY14GZR94632,2.8,NE01,NY14GZR94632,NE,home,unpaid
UYE3492326,21/10/2020 01:29,GF00,IO09FGE68100,2.8,GF00,IO09FGE68100,GF,home,unpaid
BNP1657238,21/10/2020 02:05,NE03,NO82BAX82566,3.1,NE03,NO82BAX82566,NE,home,unpaid
EEZ3789340,21/10/2020 02:35,GF00,PF04UCA93312,3.1,GF00,PF04UCA93312,GF,home,unpaid
TWZ3890351,21/10/2020 04:28,NE07,QP02SYE47964,2.8,NE07,QP02SYE47964,NE,home,unpaid
ZSG0536095,21/10/2020 05:19,NE04,RR73DWB65452,2.8,NE04,RR73DWB65452,AO,away,unpaid
CBF4153491,21/10/2020 06:27,NE03,JV67MTI17124,2.5,NE03,JV67MTI17124,NE,home,unpaid
XFQ3342592,21/10/2020 07:47,EG05,DW44ZOO26361,2.5,EG05,DW44ZOO26361,EG,home,unpaid
WQA5869408,21/10/2020 10:17,MR08,RR98KQE80731,1.25,MR08,RR98KQE80731,MR,home,unpaid
CFB4647518,21/10/2020 11:15,KO05,TV81MAQ99005,2.5,KO05,TV81MAQ99005,EG,away,unpaid
ZEZ0929915,21/10/2020 12:09,OO12,IC95TLY24827,2,OO12,IC95TLY24827,OO,home,unpaid
UIP1173815,21/10/2020 12:10,MR06,BI87HYL81972,1,MR06,BI87HYL81972,MR,home,unpaid
XFE5367872,21/10/2020 12:47,AO17,LG64ARC91224,13,AO17,LG64ARC91224,AO,home,unpaid
OBU1292613,21/10/2020 13:28,KO06,UO75YNW62238,2.8,KO06,UO75YNW62238,KO,home,unpaid
KYZ4417159,21/10/2020 14:44,GF00,EN26OAB52983,1.25,GF00,EN26OAB52983,GF,home,unpaid
XTW7946925,21/10/2020 15:28,AO11,HT62RDI04611,2.8,AO11,HT62RDI04611,AO,home,unpaid
RZN4043849,21/10/2020 15:47,OO02,EM54HQI58682,2.8,OO02,EM54HQI58682,OO,home,unpaid
RFE5584240,21/10/2020 16:17,MR02,QO77TFN61853,2,MR02,QO77TFN61853,KO,away,unpaid
OIA5410387,21/10/2020 16:24,EG07,MU06LHX94338,1.5,EG07,MU06LHX94338,EG,home,unpaid
TTR1728101,21/10/2020 17:36,KO01,ED51EWW52190,2.8,KO01,ED51EWW52190,KO,home,unpaid
YJJ9342491,21/10/2020 17:38,OO03,IC95TLY24827,2,OO03,IC95TLY24827,OO,home,unpaid
JRG5158243,21/10/2020 18:03,OO10,RK48BOP88344,2.8,OO10,RK48BOP88344,OO,home,unpaid
TUX5002738,21/10/2020 18:50,OO11,VJ92OYV94295,2.5,OO11,VJ92OYV94295,OO,home,unpaid
PND2119928,21/10/2020 19:01,AO12,BZ76ROL87339,1,AO12,BZ76ROL87339,AO,home,unpaid
WIV3670557,21/10/2020 19:07,NE16,OY94SZK34436,2.5,NE16,OY94SZK34436,NE,home,unpaid
MQI2330930,21/10/2020 19:44,MR03,XV91YMP27722,2.5,MR03,XV91YMP27722,MR,home,unpaid
NNH0268112,21/10/2020 19:51,NE14,FY47TUN40300,2,NE14,FY47TUN40300,NE,home,unpaid
FMC2746468,21/10/2020 19:54,EG06,EN26OAB52983,1.5,EG06,EN26OAB52983,GF,away,unpaid
UMR9916762,21/10/2020 20:07,OO10,WG11QVY31890,1,OO10,WG11QVY31890,OO,home,unpaid
CAF9707157,21/10/2020 22:15,NE06,QU94IGC75528,2.2,NE06,QU94IGC75528,EG,away,unpaid
IQZ1866955,22/10/2020 01:38,EG12,EC02LZC49528,2.8,EG12,EC02LZC49528,EG,home,unpaid
QGK7894894,22/10/2020 02:36,OO07,MQ65WJJ60020,1.25,OO07,MQ65WJJ60020,KO,away,unpaid
BNB8450484,22/10/2020 03:47,KO07,RV87TIY76692,2.5,KO07,RV87TIY76692,KO,home,unpaid
ERS5788967,22/10/2020 03:54,AO08,BM25PHF40639,13,AO08,BM25PHF40639,AO,home,unpaid
AQI3011348,22/10/2020 05:50,EG00,TV81MAQ99005,2.8,EG00,TV81MAQ99005,EG,home,unpaid
QHQ6954358,22/10/2020 06:21,NE08,EV77EDV52985,1,NE08,EV77EDV52985,NE,home,unpaid
JZT2637297,22/10/2020 06:44,EG01,MU06LHX94338,3.1,EG01,MU06LHX94338,EG,home,unpaid
JEQ9206747,22/10/2020 07:58,KO05,QO77TFN61853,2.2,KO05,QO77TFN61853,KO,home,unpaid
MVC0692335,22/10/2020 08:41,EG11,KB55KTM48860,2.5,EG11,KB55KTM48860,KO,away,unpaid
WUI0739001,22/10/2020 09:14,NE15,PD45WOT56494,2,NE15,PD45WOT56494,NE,home,unpaid
IMM2354984,22/10/2020 09:36,EG12,QP02SYE47964,1,EG12,QP02SYE47964,NE,away,unpaid
BDD7941382,22/10/2020 09:52,KO09,IX01MVL33676,2.5,KO09,IX01MVL33676,KO,home,unpaid
UCA5437978,22/10/2020 10:15,OO05,HW75BKT77773,2,OO05,HW75BKT77773,KO,away,unpaid
CAZ6747049,22/10/2020 10:53,AO10,DP11ENT03275,3.1,AO10,DP11ENT03275,AO,home,unpaid
VQA0610020,22/10/2020 11:04,NE07,UP28MBM38391,1,NE07,UP28MBM38391,NE,home,unpaid
AZA0307816,22/10/2020 11:37,KO03,ED51EWW52190,2.8,KO03,ED51EWW52190,KO,home,unpaid
EQG2766959,22/10/2020 12:48,MR02,EZ65FLV39493,2.8,MR02,EZ65FLV39493,MR,home,unpaid
YBL8604176,22/10/2020 13:30,AO04,RR73DWB65452,2.8,AO04,RR73DWB65452,AO,home,unpaid
POC2369335,22/10/2020 13:56,EG07,DW44ZOO26361,2.5,EG07,DW44ZOO26361,EG,home,unpaid
MUS4572945,22/10/2020 14:31,GF00,IO09FGE68100,2.8,GF00,IO09FGE68100,GF,home,unpaid
XBB7906656,22/10/2020 14:48,EG04,QW79CHL42244,2,EG04,QW79CHL42244,KO,away,unpaid
